Cylinder,Liter,Cruise,Price
4,1.6,0,12314.5912168875
4,1.6,0,11318.0080892492
4,1.6,1,12409.9490936339
4,1.6,1,11555.2674020388
4,1.6,1,11700.1114861059
4,1.6,0,11215.0186466687
4,1.6,1,10144.9520806874
4,1.6,0,10491.0751985073
4,1.6,0,9954.0541735153
4,1.6,0,11031.1299312763
4,1.6,1,11343.0540104663
4,1.6,0,11391.2137175199
4,1.6,1,11247.8625348134
4,1.6,0,10921.9453718505
4,1.6,0,11179.9535714763
4,1.6,0,11394.8864029007
4,1.6,0,11070.0606430562
4,1.6,1,11013.8713677377
4,1.6,1,11115.0136403057
4,1.6,0,11918.4560683637
4,1.6,0,12408.8061477178
4,1.6,0,11302.9029854314
4,1.6,0,11615.0210175723
4,1.6,1,10805.1300898776
4,1.6,0,11169.9183881598
4,1.6,0,10770.1065537592
4,1.6,0,10872.0139256473
4,1.6,1,10921.9453718505
4,1.6,0,9919.0481851503
4,1.6,1,10813.3435213691
4,1.6,1,11167.8610026522
4,1.6,0,10897.0765061322
4,1.6,1,10106.0164308559
4,1.6,0,10354.043852073
4,1.6,1,10287.9773632912
4,1.6,1,9720.978889532
4,1.6,0,9506.0479365628
4,1.6,0,9789.0376755218
4,1.6,1,9220.8296768938
4,1.6,1,10971.095614346
4,1.6,0,10315.0182335679
4,1.6,0,9654.0601415554
4,1.6,1,9563.7893088035
4,1.6,0,9665.8488597254
4,1.6,1,9482.2194038519
4,1.6,0,8638.9308952607
4,1.6,0,9041.9062544231
4,1.6,1,8870.9473158828
4,1.6,0,8768.9985850476
4,2.2,1,13007.9841778516
4,2.2,0,13041.8739972685
4,2.2,0,12045.9207049382
4,2.2,0,12469.5275763349
4,2.2,0,11539.8456500509
4,2.2,0,11726.0029740958
4,2.2,1,12207.8729264778
4,2.2,1,11203.1461094233
4,2.2,1,10788.9703604113
4,2.2,1,11149.6183039318
4,2.2,1,14584.4481222842
4,2.2,1,13681.6980034947
4,2.2,0,13446.2134153449
4,2.2,0,12327.6416083986
4,2.2,1,12274.957581255
4,2.2,1,12630.775033594
4,2.2,0,12425.389171155
4,2.2,1,12319.6962456923
4,2.2,0,12549.8923338761
4,2.2,1,12234.8880532682
4,2.2,0,14894.9825925289
4,2.2,1,14198.0924588603
4,2.2,1,14678.1053344102
4,2.2,0,13167.7023212763
4,2.2,1,13471.0050827581
4,2.2,1,12573.8999394396
4,2.2,1,12383.4028106156
4,2.2,0,13230.9186744652
4,2.2,0,11080.5163779118
4,2.2,1,11328.9588677842
4,2.2,1,15053.9337347275
4,2.2,0,14397.9280845869
4,2.2,0,14642.3235774312
4,2.2,1,13464.8028838785
4,2.2,1,13678.863002609
4,2.2,1,12507.4852674251
4,2.2,1,13141.047950472
4,2.2,1,13594.085591089
4,2.2,1,12733.8579244968
4,2.2,0,12230.0997724465
4,2.2,0,14222.3053952433
4,2.2,0,14266.9125758461
4,2.2,0,14255.7476815217
4,2.2,1,13762.9014468935
4,2.2,1,14275.1276351584
4,2.2,1,13688.0001092708
4,2.2,0,13308.8337494544
4,2.2,1,14145.8809893247
4,2.2,0,12944.9387536629
4,2.2,1,12846.0615931646
4,2.2,0,14061.1227650226
4,2.2,0,13072.8416305329
4,2.2,1,11699.0339156388
4,2.2,1,12257.1640856157
4,2.2,0,11574.1738126532
4,2.2,0,11539.0485332856
4,2.2,1,12243.0606241256
4,2.2,1,11671.8581267356
4,2.2,1,11464.6288587837
4,2.2,1,10546.7827451076
4,2.2,0,15553.2087144133
4,2.2,1,15047.0027380893
4,2.2,0,13540.0416416542
4,2.2,0,14077.9688527613
4,2.2,1,12981.9520292971
4,2.2,0,13436.0001494398
4,2.2,1,13161.9428277679
4,2.2,1,14220.0132151888
4,2.2,1,12379.1264733486
4,2.2,0,11581.9050444543
4,2.2,0,14023.9385467303
4,2.2,1,12810.9105849645
4,2.2,1,13135.9050323183
4,2.2,0,13106.9004236608
4,2.2,1,12845.1742493148
4,2.2,0,12570.1366810142
4,2.2,1,12897.9295369167
4,2.2,1,11961.6199584128
4,2.2,1,12706.9113479764
4,2.2,0,12487.0542927355
4,2.2,0,15635.7961597274
4,2.2,0,15747.8039693734
4,2.2,1,14619.0785627339
4,2.2,0,14185.0215527411
4,2.2,1,13699.0357802751
4,2.2,1,13310.0595947936
4,2.2,1,13530.0686449196
4,2.2,1,13019.0711364536
4,2.2,1,12684.9862266111
4,2.2,1,12553.0714279173
4,2.2,0,14997.8843363888
4,2.2,0,14847.0441508521
4,2.2,1,15128.9922358386
4,2.2,0,15000.9927098969
4,2.2,0,14593.8540952799
4,2.2,0,14304.7410353626
4,2.2,1,13688.9456754793
4,2.2,0,13744.8498521312
4,2.2,0,13545.0308963393
4,2.2,0,12741.1902325605
4,2.2,1,16116.8439161411
4,2.2,0,16428.5789813727
4,2.2,1,15084.8154042675
4,2.2,1,15163.1698589644
4,2.2,1,14897.0405525771
4,2.2,0,14508.7500852241
4,2.2,0,14418.1652909085
4,2.2,1,14191.8822773606
4,2.2,0,14401.9069288085
4,2.2,0,14175.8790788752
4,2.2,1,14429.7896427032
4,2.2,1,14696.0289897965
4,2.2,1,14582.7691222953
4,2.2,0,14194.8236036111
4,2.2,0,14072.135231942
4,2.2,0,13994.906458446
4,2.2,0,13830.2490247204
4,2.2,1,13159.8215441932
4,2.2,0,12495.9707512187
4,2.2,0,12678.853974694
8,6,1,46732.6060296375
8,6,1,47065.2099128135
8,6,1,44749.6867932853
8,6,1,42773.0283900247
8,6,1,41371.3792727352
8,6,1,39547.5878996389
8,6,1,39691.7274009474
8,6,1,38824.8690859321
8,6,1,36970.8980474434
8,6,1,37288.9367376769
8,6,1,39875.8542553224
8,6,1,39713.6679219378
8,6,1,38990.6073346213
8,6,1,39092.1899183221
8,6,1,39365.8832384862
8,6,1,35261.436430686
8,6,1,35575.417048945
8,6,1,34297.3053502994
8,6,1,34739.2149603993
8,6,1,31186.741462751
6,3.8,1,21757.049509258
6,3.8,1,19528.1004334074
6,3.8,1,19075.6787522022
6,3.8,1,19409.7526074867
6,3.8,1,18527.2089705632
6,3.8,1,18912.9815981283
6,3.8,1,17839.8007705925
6,3.8,1,17789.3467308115
6,3.8,1,17294.181001319
6,3.8,1,18083.3962990146
6,3.8,1,20021.1952055266
6,3.8,1,18835.1897611439
6,3.8,1,18727.5083766846
6,3.8,1,16805.057392224
6,3.8,1,17154.5764616521
6,3.8,1,16644.0878730491
6,3.8,1,15951.8111690734
6,3.8,1,16508.5906948624
6,3.8,1,15832.5183481771
6,3.8,1,15554.2831291178
6,3.8,1,25948.9625940461
6,3.8,1,27714.0502451392
6,3.8,1,25097.4732491841
6,3.8,1,24809.0423236228
6,3.8,1,23345.32906904
6,3.8,1,22894.4386761484
6,3.8,1,22064.292185651
6,3.8,1,23151.5461397874
6,3.8,1,22120.7577646413
6,3.8,1,20294.5768249992
6,3.5,0,18957.8900428954
6,3.5,0,18950.9069845001
6,3.5,0,17891.633775413
6,3.5,1,17801.2295282699
6,3.5,1,16723.9938818438
6,3.5,0,16744.0302525506
6,3.5,0,16825.1908819897
6,3.5,0,16543.9801372896
6,3.5,1,16143.9572923393
6,3.5,0,14914.201280944
6,3.5,1,19164.6106273539
6,3.5,0,18800.9588988123
6,3.5,1,17458.2215292051
6,3.5,0,17158.9219978811
6,3.5,1,16472.8976475979
6,3.5,0,16993.78032811
6,3.5,1,16300.4652398485
6,3.5,0,15623.2002730477
6,3.5,0,15138.4008240242
6,3.5,0,15233.159870989
6,3.5,1,19471.9748521674
6,3.5,0,18009.846031675
6,3.5,0,18273.006133669
6,3.5,0,18311.7563023413
6,3.5,0,17553.7536839839
6,3.5,0,18004.8704147535
6,3.5,1,17663.2249529278
6,3.5,0,17115.1220306392
6,3.5,1,16988.3030634522
6,3.5,1,16803.1227498612
6,3.5,0,19446.8829407428
6,3.5,1,17119.4575724122
6,3.5,1,17316.0966034412
6,3.5,1,16860.8707794215
6,3.5,1,17312.9071543366
6,3.5,1,16403.253626802
6,3.5,1,16536.7438751172
6,3.5,0,16341.8040992783
6,3.5,1,16713.984689313
6,3.5,0,16295.211437549
6,3.5,0,18974.9220296354
6,3.5,1,18324.8319253823
6,3.5,0,19581.2314137813
6,3.5,0,18169.3754824501
6,3.5,0,17986.2240909417
6,3.5,0,17173.9423218235
6,3.5,0,16456.9746438978
6,3.5,0,16267.0948891087
6,3.5,1,16860.0943255059
6,3.5,0,16027.286487323
6,3.5,0,17089.9188296993
6,3.5,1,17463.046080588
6,3.5,1,17218.6857498601
6,3.5,0,17162.4782553752
6,3.5,0,16507.0702674881
6,3.5,1,16752.5144032522
6,3.5,0,16646.7707992652
6,3.5,1,15623.9197645756
6,3.5,1,15664.6249047546
6,3.5,0,15680.8644260064
6,3.8,1,18800.0931025943
6,3.8,1,18910.8042859922
6,3.8,1,19177.4120635113
6,3.8,1,18040.1440064688
6,3.8,1,17685.2009949316
6,3.8,1,17515.3975894289
6,3.8,1,16357.9923216692
6,3.8,1,16345.9437469065
6,3.8,1,15797.1957603831
6,3.8,1,15503.5087961695
6,3.8,1,21745.0294409433
6,3.8,1,21725.0107490518
6,3.8,1,22384.1186917714
6,3.8,1,20537.1417181204
6,3.8,1,21233.911355975
6,3.8,1,20676.1655109484
6,3.8,1,20839.1499654655
6,3.8,1,20017.9684301873
6,3.8,1,18876.8706536779
6,3.8,1,17586.9285826976
6,3.8,1,23573.8220022015
6,3.8,1,23527.7285024945
6,3.8,1,22113.628024091
6,3.8,1,22470.3584295684
6,3.8,1,20619.1140102242
6,3.8,1,20047.9513612262
6,3.8,1,21525.3390083458
6,3.8,1,20382.1503095689
6,3.8,1,21020.8367766062
6,3.8,1,20221.8088112824
8,4.6,1,25452.473854577
8,4.6,1,23449.306325765
8,4.6,1,23578.1648606715
8,4.6,1,22525.2697215027
8,4.6,1,21982.6477082653
8,4.6,1,22231.5631514943
8,4.6,1,22189.1159710833
8,4.6,1,21765.066579225
8,4.6,1,21403.7564223375
8,4.6,1,21200.6902072266
6,3.8,1,19682.0350106485
6,3.8,1,18678.4141227383
6,3.8,1,20318.8909731314
6,3.8,1,20127.0441847493
6,3.8,1,19751.041430836
6,3.8,1,17844.7307707838
6,3.8,1,18856.0186905559
6,3.8,1,18566.070703281
6,3.8,1,18063.0049108529
6,3.8,1,17768.0595054329
6,3.8,1,23197.4367899745
6,3.8,1,23102.0223672481
6,3.8,1,22460.5299963042
6,3.8,1,21607.7725655548
6,3.8,1,22004.9304375367
6,3.8,1,20830.9942960647
6,3.8,1,20109.904121275
6,3.8,1,19116.1310873998
6,3.8,1,19689.7408440044
6,3.8,1,19338.3759975728
6,3.5,1,21903.3226175196
6,3.5,1,22736.8344688719
6,3.5,1,22104.9735713078
6,3.5,1,22311.0495129621
6,3.5,1,21875.0976308299
6,3.5,1,20627.6616890792
6,3.5,1,19540.2447885739
6,3.5,1,19204.8093414195
6,3.5,1,18158.083129084
6,3.5,1,18529.3421171141
6,3.5,1,21383.0671604967
6,3.5,1,20452.6694749486
6,3.5,1,20677.5938191944
6,3.5,1,19294.787504345
6,3.5,1,18548.9785926424
6,3.5,1,18042.2210743654
6,3.5,1,18620.8713666287
6,3.5,1,17023.9368652855
6,3.5,1,16216.9807055563
6,3.5,1,15792.8314368682
6,3.4,0,17360.8106352797
6,3.4,0,17675.8374881408
6,3.4,1,17141.9411581897
6,3.4,0,17202.8340553044
6,3.4,1,16792.6795290731
6,3.4,0,15595.8841326384
6,3.4,1,15253.8685660807
6,3.4,0,15594.8068443375
6,3.4,1,15059.1340772545
6,3.4,0,14703.1368681684
4,2.2,1,15979.0148367598
4,2.2,1,16379.8530040609
4,2.2,0,15327.1003205085
4,2.2,0,15846.0127123376
4,2.2,1,15604.1458156892
4,2.2,0,14841.9170489417
4,2.2,0,15077.1758437743
4,2.2,0,13961.1116418757
4,2.2,0,13034.068527551
4,2.2,0,13162.8520539716
6,3.8,1,18254.9227722623
6,3.8,1,17095.0352244258
6,3.8,1,17162.8734405908
6,3.8,1,16391.1717145607
6,3.8,1,15788.1047803614
6,3.8,1,16569.1412397366
6,3.8,1,16997.6937411667
6,3.8,1,16283.9589911707
6,3.8,1,15457.1705915318
6,3.8,1,14963.0456187938
6,3.8,1,21230.9779853445
6,3.8,1,22100.3931734919
6,3.8,1,21300.0194493808
6,3.8,1,21281.8804875931
6,3.8,1,19646.7174784512
6,3.8,1,20173.9063294114
6,3.8,1,18701.2226154063
6,3.8,1,19423.1650215408
6,3.8,1,19956.7584132916
6,3.8,1,19448.2263302242
6,3.8,1,19822.1153919822
6,3.8,1,19567.2592910525
6,3.8,1,16853.1078490971
6,3.8,1,16516.9555490351
6,3.8,1,15979.0148367598
6,3.8,1,16256.2361676087
6,3.8,1,15724.2521703931
6,3.8,1,15967.2454000765
6,3.8,1,16041.6855860789
6,3.8,1,15756.1461296533
8,5.7,1,32422.7613757601
8,5.7,1,32219.5892845264
8,5.7,1,31024.8721145769
8,5.7,1,29595.7942878666
8,5.7,1,29664.7026869627
8,5.7,1,27425.8439125687
8,5.7,1,27370.9581106487
8,5.7,1,27548.6296095248
8,5.7,1,28502.306108682
8,5.7,1,25527.0130266125
4,2.2,0,13160.124563771
4,2.2,1,12830.0987783096
4,2.2,1,12828.030977366
4,2.2,1,12878.0468289161
4,2.2,1,12832.4623875345
4,2.2,1,12464.0734613058
4,2.2,0,12465.5085234005
4,2.2,1,12258.8575923946
4,2.2,0,11903.0977471736
4,2.2,0,12209.5596229611
4,1.8,1,16391.9265732948
4,1.8,0,16033.9306184793
4,1.8,1,16106.8272209155
4,1.8,1,16551.2195659553
4,1.8,1,17325.269542955
4,1.8,0,16078.6654905256
4,1.8,0,15297.8359728759
4,1.8,1,15505.2938063331
4,1.8,0,15174.3466125685
4,1.8,0,14546.8848142459
4,1.8,1,17803.2790885373
4,1.8,0,16353.0965174458
4,1.8,0,15977.9110836416
4,1.8,0,15568.9742374606
4,1.8,0,15589.7804827673
4,1.8,0,15730.0462662228
4,1.8,0,15802.6528608571
4,1.8,0,15086.8995924996
4,1.8,0,14396.2705572748
4,1.8,1,14869.2820668754
4,1.8,0,16927.7797609853
4,1.8,1,17418.0687339161
4,1.8,0,16379.0987013225
4,1.8,0,16706.6740679176
4,1.8,1,17214.3250783242
4,1.8,0,15821.9497181568
4,1.8,0,14398.9226925764
4,1.8,1,15622.1210978799
4,1.8,0,14909.0509877878
4,1.8,0,14853.1990111087
4,2,1,35622.1394954598
4,2,1,34819.2971215224
4,2,1,34355.0037276856
4,2,1,32737.0845459477
4,2,1,33540.5361050909
4,2,1,31970.5420754806
4,2,1,33287.4095986934
4,2,1,32075.9848736352
4,2,1,31969.069811509
4,2,1,27666.2310781907
4,2,1,29246.2373350634
4,2,1,26337.8305976223
4,2,1,26775.0320894973
4,2,1,25299.969638711
4,2,1,24896.5976042019
4,2,1,25996.806401851
4,2,1,24801.6171939494
4,2,1,24063.0126849204
4,2,1,23249.8416851407
4,2,1,22244.8765534137
4,2,1,37088.5624130989
4,2,1,33381.8191525413
4,2,1,33358.7677713756
4,2,1,33586.9060920356
4,2,1,30731.9416547887
4,2,1,30315.1694419785
4,2,1,30166.852511997
4,2,1,30251.0184173684
4,2,1,29142.7143855708
4,2,1,29612.1540481573
4,2,1,26841.0808354523
4,2,1,27825.9499732257
4,2,1,27284.751328203
4,2,1,27060.137560009
4,2,1,25618.2818848029
4,2,1,25790.5141407446
4,2,1,25148.3791861197
4,2,1,24852.4952806831
4,2,1,24173.5258825285
4,2,1,23733.4022491112
4,2,1,38324.8090766826
4,2,1,38167.1735772411
4,2,1,37383.5034933742
4,2,1,36338.7513277082
4,2,1,35580.3323139701
4,2,1,35304.4947015331
4,2,1,34392.9952720589
4,2,1,33984.4307696561
4,2,1,33248.3425242806
4,2,1,28777.9596947893
4,2,1,32197.3404660841
4,2,1,32053.0971610174
4,2,1,30274.7105751829
4,2,1,30353.5855538317
4,2,1,30122.429735214
4,2,1,26789.832608196
4,2,1,28291.7622611159
4,2,1,27109.4058898042
4,2,1,27256.4945123153
4,2,1,25267.3676760421
4,2.3,1,35033.2154538148
4,2.3,1,32746.131386501
4,2.3,1,33183.3325964779
4,2.3,1,31002.7344199819
4,2.3,1,30075.9947261702
4,2.3,1,29844.2040036547
4,2.3,1,28432.8242125322
4,2.3,1,28054.9823619217
4,2.3,1,28502.9624060894
4,2.3,1,24912.0805808885
4,2.3,1,31849.3079471873
4,2.3,1,32649.7605085374
4,2.3,1,29961.2549386998
4,2.3,1,31554.4053348239
4,2.3,1,29914.379575498
4,2.3,1,30575.2488205866
4,2.3,1,30271.922299699
4,2.3,1,28678.0752511886
4,2.3,1,28829.0280029948
4,2.3,1,26955.0412017563
4,2.3,1,33005.7799579319
4,2.3,1,30661.2601503736
4,2.3,1,30443.8799002255
4,2.3,1,30322.1505714047
4,2.3,1,31153.0089597376
4,2.3,1,31084.9376070888
4,2.3,1,31156.5957889098
4,2.3,1,29114.5445056312
4,2.3,1,25845.2061145658
4,2.3,1,24903.477738825
4,2.3,1,30800.6583893057
4,2.3,1,28416.4616732055
4,2.3,1,28185.7762498458
4,2.3,1,28204.6035781033
4,2.3,1,26653.2393904185
4,2.3,1,27610.8642029298
4,2.3,1,26698.0781510501
4,2.3,1,27241.4361779617
4,2.3,1,27703.2039950794
4,2.3,1,24405.0667596825
4,2.3,1,30959.9321330918
4,2.3,1,29986.791500601
4,2.3,1,29908.1809813928
4,2.3,1,28328.2665376555
4,2.3,1,29197.7913004797
4,2.3,1,29321.0825061895
4,2.3,1,29481.5287571194
4,2.3,1,26792.3001565973
4,2.3,1,27788.813238576
4,2.3,1,26012.3746248271
4,2.5,1,27280.9820608802
4,2.5,1,25959.1220303746
4,2.5,1,23274.480711416
4,2.5,1,23329.208255601
4,2.2,1,16916.8695354706
4,2.2,1,15639.0367430971
4,2.2,0,16256.2361676087
4,2.2,1,15395.0108741514
4,2.2,0,14881.9554459679
4,2.2,0,15277.0675875084
4,2.2,1,14702.7983198284
4,2.2,0,15033.1503166648
4,2.2,0,13991.040057075
4,2.2,1,14771.0034643864
4,2.2,0,13719.2383075599
4,2.2,1,13869.1549422775
4,2.2,1,13518.2352516194
4,2.2,0,13825.1547111473
4,2.2,0,13811.155022285
4,2.2,0,14077.9688527613
4,2.2,1,14411.8588505463
4,2.2,0,13600.0341846013
4,2.2,1,13032.8681007578
4,2.2,0,11539.0485332856
4,2.2,0,14739.067235877
4,2.2,1,15110.1925982804
4,2.2,0,14202.9971532289
4,2.2,0,15194.975354069
4,2.2,1,14116.9215085253
4,2.2,0,13174.0710094846
4,2.2,1,13258.3658889343
4,2.2,0,12791.7510887301
4,2.2,1,12293.0599622863
4,2.2,0,13998.1292757712
4,2.2,0,14568.0022546017
4,2.2,0,13122.9054570779
4,2.2,1,13494.2887833531
4,2.2,0,12036.2167505887
4,2.2,0,12162.1400468633
4,2.2,0,12333.6039930145
4,2.2,1,12099.0145778515
4,2.2,0,12119.0897017756
4,2.2,0,11679.9235460711
4,2.2,0,13216.9120481989
4,2.2,0,12412.5211068682
4,2.2,1,12284.2882901235
4,2.2,0,12594.1830134677
4,2.2,0,12105.9813355048
4,2.2,0,11873.5339947913
4,2.2,0,12965.2232694815
4,2.2,0,10563.0661617198
4,2.2,1,11413.5304025367
4,2.2,0,11504.8245497219
4,2.2,0,11521.5258881414
6,3,1,18173.9780839538
6,3,1,18490.9830288735
6,3,1,17322.0784042883
6,3,1,17978.3569977795
6,3,1,16425.1747960186
6,3,1,16507.0702674881
6,3,1,16175.9576042089
6,3,1,15731.1328968546
6,3,1,15118.8932283401
6,3,1,13585.6368021731
